Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1100495	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	3	105850014	105866579	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1916984	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	10	126704296	126737224	GRCm39	-	Component (subterm)	extrinsic component of mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915323	Atpsckmt	ATP synthase C subunit lysine N-methyltransferase	15	31601998	31621373	GRCm39	+	Component (subterm)	mitochondrial crista (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913327	Aurkaip1	aurora kinase A interacting protein 1	4	155915709	155917555	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1096330	Bad	BCL2-associated agonist of cell death	19	6919229	6929267	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88137	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide	9	83807198	84006293	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:102687	Bcl2a1a	B cell leukemia/lymphoma 2 related protein A1a	9	88838973	88844469	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1278326	Bcl2a1b	B cell leukemia/lymphoma 2 related protein A1b	9	89081326	89089891	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1278327	Bcl2a1c	B cell leukemia/lymphoma 2 related protein A1c	9	114159203	114159646	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1278325	Bcl2a1d	B cell leukemia/lymphoma 2 related protein A1d	9	88605341	88613903	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1330841	Bcl2l10	Bcl2-like 10	9	75255040	75258922	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914071	Bcs1l	BCS1-like (yeast)	1	74627448	74631602	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919161	Bdh1	3-hydroxybutyrate dehydrogenase, type 1	16	31241115	31277719	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88145	Bdnf	brain derived neurotrophic factor	2	109505045	109557352	GRCm39	+	Component (subterm)	mitochondrial crista (ancestor term ID: GO:0031966)
protein coding gene	MGI:108093	Bid	BH3 interacting domain death agonist	6	120870080	120894074	GRCm39	-	Component (subterm)	integral component of mitochondrial membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	14	67222688	67246326	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1924059	Bri3bp	Bri3 binding protein	5	125518632	125537434	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1918227	Cabs1	calcium binding protein, spermatid specific 1	5	88127310	88129400	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1344392	Capn10	calpain 10	1	92862130	92875670	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913908	Ccdc51	coiled-coil domain containing 51	9	108911561	108921557	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913371	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	14	20753095	20754493	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913325	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	6	32769142	33037206	GRCm39	-	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913348	Chchd6	coiled-coil-helix-coiled-coil-helix domain containing 6	6	89360128	89572634	GRCm39	-	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:2143558	Chchd10	coiled-coil-helix-coiled-coil-helix domain containing 10	10	75768964	75773581	GRCm39	+	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:1860776	Chdh	choline dehydrogenase	14	29730957	29762423	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915349	Cibar1	CBY1 interacting BAR domain containing 1	4	12153409	12172015	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1261855	Cisd1	CDGSH iron sulfur domain 1	10	71166324	71180679	GRCm39	-	Component (subterm)	cytoplasmic side of mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914256	Cisd2	CDGSH iron sulfur domain 2	3	135112173	135129194	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:99441	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	2	121188254	121194218	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1923972	Ckmt2	creatine kinase, mitochondrial 2	13	92001506	92025004	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1346017	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	9	65201542	65237940	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88423	Clu	clusterin	14	66205932	66218996	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88437	Cnp	2',3'-cyclic nucleotide 3' phosphodiesterase	11	100465765	100472565	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4	33924593	33948831	GRCm39	+	Component (subterm)	integral component of mitochondrial membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098757	Coa3	cytochrome C oxidase assembly factor 3	11	101168796	101169774	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915270	Coa8	cytochrome c oxidase assembly factor 8	12	111679695	111721487	GRCm39	+	Component (subterm)	matrix side of mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919133	Coq2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	5	100802589	100822154	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:101813	Coq3	coenzyme Q3 methyltransferase	4	21879673	21912162	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098826	Coq4	coenzyme Q4	2	29677505	29687947	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098643	Coq5	coenzyme Q5 methyltransferase	5	115417725	115435031	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1924408	Coq6	coenzyme Q6 monooxygenase	12	84408530	84420570	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:107207	Coq7	demethyl-Q 7	7	118108882	118132579	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914676	Coq8a	coenzyme Q8A	1	179992803	180023585	GRCm39	-	Component (subterm)	extrinsic component of mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1924139	Coq8b	coenzyme Q8B	7	26932448	26957375	GRCm39	+	Component (subterm)	extrinsic component of mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915164	Coq9	coenzyme Q9	8	95565041	95581523	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915126	Coq10b	coenzyme Q10B	1	55091929	55111861	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88473	Cox4i1	cytochrome c oxidase subunit 4I1	8	121394964	121400948	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:2135755	Cox4i2	cytochrome c oxidase subunit 4I2	2	152596093	152606957	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:88474	Cox5a	cytochrome c oxidase subunit 5A	9	57428557	57439709	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:88475	Cox5b	cytochrome c oxidase subunit 5B	1	36730568	36732469	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:103099	Cox6a1	cytochrome c oxidase subunit 6A1	5	115483711	115487017	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:104649	Cox6a2	cytochrome c oxidase subunit 6A2	7	127804607	127805538	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:107460	Cox6b1	cytochrome c oxidase, subunit 6B1	7	30316396	30325539	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:3044182	Cox6b2	cytochrome c oxidase subunit 6B2	7	4754791	4756093	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104614	Cox6c	cytochrome c oxidase subunit 6C	15	35932122	35938392	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1316714	Cox7a1	cytochrome c oxidase subunit 7A1	7	29883596	29885455	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1316715	Cox7a2	cytochrome c oxidase subunit 7A2	9	79662643	79667160	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:106015	Cox7a2l	cytochrome c oxidase subunit 7A2 like	17	83809346	83821762	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913392	Cox7b	cytochrome c oxidase subunit 7B	X	105059306	105066056	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:103226	Cox7c	cytochrome c oxidase subunit 7C	13	86192917	86194914	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:105959	Cox8a	cytochrome c oxidase subunit 8A	19	7192523	7194981	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:105958	Cox8b	cytochrome c oxidase subunit 8B	7	140478858	140480359	GRCm39	-	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1922733	Cox8c	cytochrome c oxidase subunit 8C	12	102865575	102866785	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1917052	Cox11	cytochrome c oxidase assembly protein 11, copper chaperone	11	90528999	90535757	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1920112	Cox15	cytochrome c oxidase assembly protein 15	19	43721693	43741439	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2448532	Cox18	cytochrome c oxidase assembly protein 18	5	90362583	90371860	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913609	Cox20	cytochrome c oxidase assembly protein 20	1	178146695	178150258	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104841	Cpox	coproporphyrinogen oxidase	16	58490571	58500754	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:891996	Cps1	carbamoyl-phosphate synthetase 1	1	67162185	67270418	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098296	Cpt1a	carnitine palmitoyltransferase 1a, liver	19	3372334	3435733	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098297	Cpt1b	carnitine palmitoyltransferase 1b, muscle	15	89300608	89310065	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2446526	Cpt1c	carnitine palmitoyltransferase 1c	7	44608796	44624275	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:109176	Cpt2	carnitine palmitoyltransferase 2	4	107761179	107780786	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:109501	Crat	carnitine acetyltransferase	2	30290483	30305825	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:92356	Csde1	cold shock domain containing E1, RNA binding	3	102927742	102965502	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1925867	Cstad	CSA-conditional, T cell activation-dependent protein	2	30485056	30498957	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913677	Cyb5b	cytochrome b5 type B	8	107877293	107914102	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94893	Cyb5r3	cytochrome b5 reductase 3	15	83037695	83056793	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913695	Cyc1	cytochrome c-1	15	76227723	76230460	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex III (ancestor term ID: GO:0031966)
protein coding gene	MGI:88588	Cyp1a1	cytochrome P450, family 1, subfamily a, polypeptide 1	9	57595211	57611107	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88598	Cyp2b10	cytochrome P450, family 2, subfamily b, polypeptide 10	7	25597083	25626049	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88607	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	7	140343732	140354903	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1918769	Cyp2u1	cytochrome P450, family 2, subfamily u, polypeptide 1	3	131084140	131097806	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88582	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1	9	57913694	57934306	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88583	Cyp11b1	cytochrome P450, family 11, subfamily b, polypeptide 1	15	74706741	74713492	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88584	Cyp11b2	cytochrome P450, family 11, subfamily b, polypeptide 2	15	74722859	74728167	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88594	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1	1	74752733	74777051	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94859	Dao	D-amino acid oxidase	5	114141764	114163743	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1929538	Dap3	death associated protein 3	3	88828110	88858488	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914089	Dele1	DAP3 binding cell death enhancer 1	18	38383302	38395682	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94890	Dhfr	dihydrofolate reductase	13	92491291	92525561	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1928378	Dhodh	dihydroorotate dehydrogenase	8	110319876	110335330	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1196314	Dhrs1	dehydrogenase/reductase (SDR family) member 1	14	55976477	55983147	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1917701	Dhrs13	dehydrogenase/reductase (SDR family) member 13	11	77923139	77928690	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914178	Dmac1	distal membrane arm assembly complex 1	4	75195588	75196529	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913599	Dmac2	distal membrane arm assembly complex 2	7	25318839	25324975	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex I (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915305	Dmac2l	distal membrane arm assembly complex 2 like	12	69771724	69791434	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94909	Dmd	dystrophin, muscular dystrophy	X	81992476	84249747	GRCm39	+	Component (subterm)	matrix side of mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94906	Dmpk	dystrophia myotonica-protein kinase	7	18817774	18827746	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2443386	Dnajc11	DnaJ heat shock protein family (Hsp40) member C11	4	152018177	152066416	GRCm39	+	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913398	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	14	78063657	78112357	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914963	Dnajc19	DnaJ heat shock protein family (Hsp40) member C19	3	34111429	34135503	GRCm39	-	Component (subterm)	inner mitochondrial membrane protein complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913364	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	5	135093060	135094219	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1922469	Dusp18	dual specificity phosphatase 18	11	3845240	3851296	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1920797	Dusp21	dual specificity phosphatase 21	X	18012109	18012933	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17	24645657	24658290	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1921607	Efhd1	EF hand domain containing 1	1	87192085	87238561	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1261433	Endog	endonuclease G	2	30061505	30064081	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:98277	Epha4	Eph receptor A4	1	77343822	77491725	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1889295	Eral1	Era (G-protein)-like 1 (E. coli)	11	77964202	77971209	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1922485	Exd2	exonuclease 3'-5' domain containing 2	12	80509869	80544909	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2143333	Exog	endo/exonuclease (5'-3'), endonuclease G-like	9	119274009	119294583	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17	25067870	25069276	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914267	Fam210b	family with sequence similarity 210, member B	2	172187485	172197669	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1925155	Fate1	fetal and adult testis expressed 1	X	71016592	71032652	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:103224	Fdx1	ferredoxin 1	9	51854606	51874856	GRCm39	-	Component (subterm)	mitochondrial crista (ancestor term ID: GO:0031966)
protein coding gene	MGI:104724	Fdxr	ferredoxin reductase	11	115158850	115167876	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95513	Fech	ferrochelatase	18	64589613	64622169	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4	132701406	132729204	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913687	Fis1	fission, mitochondrial 1	5	136982129	136995088	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1890081	Foxo3	forkhead box O3	10	42057841	42152691	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2446262	Foxred1	FAD-dependent oxidoreductase domain containing 1	9	35115502	35122351	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95576	Fpgs	folylpolyglutamyl synthetase	2	32572621	32594157	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919268	Fundc1	FUN14 domain containing 1	X	17422803	17438564	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914641	Fundc2	FUN14 domain containing 2	X	74426005	74440065	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914947	Gadd45gip1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	8	85558911	85562111	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914342	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2	122424954	122441758	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1349389	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	15	78915074	78926731	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104541	Gcdh	glutaryl-Coenzyme A dehydrogenase	8	85613022	85620550	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1338002	Gdap1	ganglioside-induced differentiation-associated-protein 1	1	17215586	17234495	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913342	Ghitm	growth hormone inducible transmembrane protein	14	36842401	36857279	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1932723	Gimap3	GTPase, IMAP family member 3	6	48741398	48747785	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95713	Gja1	gap junction protein, alpha 1	10	56253297	56266519	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:106594	Gk	glycerol kinase	X	84745543	84820425	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1329027	Gk2	glycerol kinase 2	5	97603001	97604880	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95753	Glud1	glutamate dehydrogenase 1	14	34032684	34066990	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:3646788	Gm5426	predicted pseudogene 5426	10	95972465	95972776	GRCm39	+	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:5141986	Gm20521	predicted gene 20521	14	55120898	55135594	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:5579800	Gm29094	predicted gene 29094	9	89081432	89097524	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:5804952	Gm45837	predicted gene 45837	7	101060093	101162026	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8	96590761	96615029	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:99778	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial	2	57127690	57260731	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104767	Gpx4	glutathione peroxidase 4	10	79883000	79892273	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1334417	Grpel1	GrpE-like 1, mitochondrial	5	36622529	36631421	GRCm39	+	Component (subterm)	PAM complex, Tim23 associated import motor (ancestor term ID: GO:0031966)
protein coding gene	MGI:1334416	Grpel2	GrpE-like 2, mitochondrial	18	61845495	61859396	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1923513	Gstk1	glutathione S-transferase kappa 1	6	42222869	42227375	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2140726	Guf1	GUF1 homolog, GTPase	5	69714255	69731995	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:96009	Hadh	hydroxyacyl-Coenzyme A dehydrogenase	3	131027068	131065750	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2135593	Hadha	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	5	30324421	30359978	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
