Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:88452	Col2a1	collagen, type II, alpha 1	15	97873483	97902576	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88453	Col3a1	collagen, type III, alpha 1	1	45350698	45388866	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88454	Col4a1	collagen, type IV, alpha 1	8	11248423	11362826	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88455	Col4a2	collagen, type IV, alpha 2	8	11362805	11499287	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104688	Col4a3	collagen, type IV, alpha 3	1	82564642	82699780	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104687	Col4a4	collagen, type IV, alpha 4	1	82426144	82564570	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88457	Col5a1	collagen, type V, alpha 1	2	27776437	27929526	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88458	Col5a2	collagen, type V, alpha 2	1	45413491	45542442	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88459	Col6a1	collagen, type VI, alpha 1	10	76544626	76561878	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88460	Col6a2	collagen, type VI, alpha 2	10	76431596	76459464	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1915803	Col6a4	collagen, type VI, alpha 4	9	105866653	105973982	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3648134	Col6a5	collagen, type VI, alpha 5	9	105733277	105837842	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2444259	Col6a6	collagen, type VI, alpha 6	9	105566616	105705413	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88462	Col7a1	collagen, type VII, alpha 1	9	108782654	108813943	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88463	Col8a1	collagen, type VIII, alpha 1	16	57444621	57575100	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88464	Col8a2	collagen, type VIII, alpha 2	4	126180587	126208123	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88465	Col9a1	collagen, type IX, alpha 1	1	24216691	24291765	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88466	Col9a2	collagen, type IX, alpha 2	4	120896763	120912522	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88445	Col10a1	collagen, type X, alpha 1	10	34265977	34273081	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88446	Col11a1	collagen, type XI, alpha 1	3	113824189	114014367	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88447	Col11a2	collagen, type XI, alpha 2	17	34258411	34285659	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88448	Col12a1	collagen, type XII, alpha 1	9	79506273	79626113	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1341272	Col14a1	collagen, type XIV, alpha 1	15	55171146	55384199	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88449	Col15a1	collagen, type XV, alpha 1	4	47208161	47313167	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1095396	Col16a1	collagen, type XVI, alpha 1	4	129941633	129993070	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88450	Col17a1	collagen, type XVII, alpha 1	19	47634780	47680481	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88451	Col18a1	collagen, type XVIII, alpha 1	10	76888012	77002382	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1095415	Col19a1	collagen, type XIX, alpha 1	1	24300971	24626553	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920618	Col20a1	collagen, type XX, alpha 1	2	180628328	180660156	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1918605	Col24a1	collagen, type XXIV, alpha 1	3	144998233	145257766	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924268	Col25a1	collagen, type XXV, alpha 1	3	129973992	130393533	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2155345	Col26a1	collagen, type XXVI, alpha 1	5	136770613	136912063	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672118	Col27a1	collagen, type XXVII, alpha 1	4	63132246	63253228	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2685312	Col28a1	collagen, type XXVIII, alpha 1	6	7997808	8192617	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3606482	Colec10	collectin sub-family member 10	15	54274170	54329754	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1918943	Colec11	collectin sub-family member 11	12	28644172	28673376	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88469	Comp	cartilage oligomeric matrix protein	8	70826208	70834716	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1334462	Copa	coatomer protein complex subunit alpha	1	171910096	171949897	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1349451	Corin	corin, serine peptidase	5	72457368	72661816	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:109538	Cort	cortistatin	4	149209491	149211220	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88476	Cp	ceruloplasmin	3	20011218	20063309	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88478	Cpa1	carboxypeptidase A1, pancreatic	6	30639217	30645360	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3617840	Cpa2	carboxypeptidase A2, pancreatic	6	30541641	30564475	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919041	Cpa4	carboxypeptidase A4	6	30568368	30592417	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1921899	Cpa5	carboxypeptidase A5	6	30611009	30631744	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3045348	Cpa6	carboxypeptidase A6	1	10394945	10790170	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1891837	Cpb2	carboxypeptidase B2 (plasma)	14	75479727	75520995	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:101932	Cpe	carboxypeptidase E	8	65045576	65146088	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2135874	Cpn1	carboxypeptidase N, polypeptide 1	19	43944746	43974990	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919006	Cpn2	carboxypeptidase N, polypeptide 2	16	30075196	30086317	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1889205	Cpq	carboxypeptidase Q	15	33083275	33594698	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1934569	Cpxm1	carboxypeptidase X 1 (M14 family)	2	130232695	130239494	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1926006	Cpxm2	carboxypeptidase X 2 (M14 family)	7	131634416	131756468	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88487	Cpz	carboxypeptidase Z	5	35659562	35682970	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2136343	Crb1	crumbs family member 1, photoreceptor morphogenesis associated	1	139124794	139304838	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1344382	Creg1	cellular repressor of E1A-stimulated genes 1	1	165591327	165602878	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1928333	Creg2	cellular repressor of E1A-stimulated genes 2	1	39657574	39690350	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88496	Crh	corticotropin releasing hormone	3	19747565	19749560	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13	95567884	95581339	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1354756	Crim1	cysteine rich transmembrane BMP regulator 1 (chordin like)	17	78507677	78684021	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:102553	Crisp1	cysteine-rich secretory protein 1	17	40604649	40630098	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:98815	Crisp2	cysteine-rich secretory protein 2	17	41075625	41105037	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1934666	Crispld1	cysteine-rich secretory protein LCCL domain containing 1	1	17797269	17836568	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1926142	Crispld2	cysteine-rich secretory protein LCCL domain containing 2	8	120719177	120779532	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1340030	Crlf1	cytokine receptor-like factor 1	8	70945808	70956731	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1889506	Crlf2	cytokine receptor-like factor 2	5	109702575	109706859	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88512	Crp	C-reactive protein, pentraxin-related	1	172525623	172527533	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920082	Crtac1	cartilage acidic protein 1	19	42271474	42421405	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1891221	Crtap	cartilage associated protein	9	114204202	114219743	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88516	Cryab	crystallin, alpha B	9	50662625	50667936	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3	107648364	107667785	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1339752	Csf2	colony stimulating factor 2 (granulocyte-macrophage)	11	54138097	54140493	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1339751	Csf3	colony stimulating factor 3 (granulocyte)	11	98592089	98594455	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88540	Csn1s1	casein alpha s1	5	87814067	87830437	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88542	Csn1s2a	casein alpha s2-like A	5	87922426	87936656	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:105312	Csn1s2b	casein alpha s2-like B	5	87955980	87972280	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88541	Csn2	casein beta	5	87840478	87847288	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107461	Csn3	casein kappa	5	88073438	88080409	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:102519	Cst3	cystatin C	2	148713642	148717432	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1298217	Cst7	cystatin F (leukocystatin)	2	150412335	150420864	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107161	Cst8	cystatin 8 (cystatin-related epididymal spermatogenic)	2	148640759	148647516	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1340053	Cst9	cystatin 9	2	148677067	148680657	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1930004	Cst10	cystatin 10 (chondrocytes)	2	149247169	149252198	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1925490	Cst11	cystatin 11	2	148610538	148613417	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1916612	Cst12	cystatin 12	2	148631285	148635352	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1916544	Cst13	cystatin 13	2	148662001	148672330	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1925859	Cstdc1	cystatin domain containing 1	2	148623929	148627856	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2652834	Cstl1	cystatin-like 1	2	148592278	148597353	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:105115	Ctf1	cardiotrophin 1	7	127311908	127317364	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2684607	Ctf2	cardiotrophin 2	7	127318132	127324788	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1915838	Cthrc1	collagen triple helix repeat containing 1	15	38940327	38950516	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88554	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	13	61081969	61084439	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88559	Ctrb1	chymotrypsinogen B1	8	112413151	112417642	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1860262	Cts7	cathepsin 7	13	61500275	61506010	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1860275	Cts8	cathepsin 8	13	61394561	61403162	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88561	Ctsb	cathepsin B	14	63359911	63383372	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88562	Ctsd	cathepsin D	7	141929647	141941564	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88563	Ctsg	cathepsin G	14	56337342	56340031	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107823	Ctsk	cathepsin K	3	95406567	95416673	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88564	Ctsl	cathepsin L	13	64509704	64518586	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107341	Ctss	cathepsin S	3	95434097	95463714	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8	95498808	95509055	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1201679	Cxadr	coxsackie virus and adenovirus receptor	16	78098377	78156662	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5	91039100	91040974	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5	91051758	91053797	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5	90933960	90935952	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5	90907219	90909483	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1352449	Cxcl9	chemokine (C-X-C motif) ligand 9	5	92469206	92475938	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5	92494497	92496748	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6	117145496	117158328	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5	96104810	96108927	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1888514	Cxcl14	chemokine (C-X-C motif) ligand 14	13	56436456	56444364	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5	90942393	90950926	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2387642	Cxcl17	chemokine (C-X-C motif) ligand 17	7	25099478	25112311	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2684848	Cyb5d2	cytochrome b5 domain containing 2	11	72668058	72686665	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:101864	Dag1	dystroglycan 1	9	108082060	108141176	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1344365	Dand5	DAN domain family member 5, BMP antagonist	8	85542034	85558894	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:94872	Dcn	decorin	10	97315471	97354005	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:94880	Defa1	defensin, alpha 1	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99584	Defa4	defensin, alpha, 4	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99583	Defa5	defensin, alpha, 5	8	21787455	21788391	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99582	Defa6	defensin, alpha, 6	8	22223899	22224507	GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99581	Defa7	defensin, alpha, 7	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99580	Defa8	defensin, alpha, 8	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99579	Defa9	defensin, alpha, 9	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99591	Defa10	defensin, alpha, 10	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99590	Defa11	defensin, alpha, 11	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99589	Defa12	defensin, alpha, 12	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99588	Defa13	defensin, alpha, 13	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99587	Defa14	defensin, alpha, 14	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99586	Defa15	defensin, alpha, 15	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99585	Defa16	defensin, alpha, 16	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913548	Defa21	defensin, alpha, 21	8	21515561	21516532	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3639039	Defa22	defensin, alpha, 22	8	21652293	21653265	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3630383	Defa24	defensin, alpha, 24	8	22224510	22225487	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3630385	Defa25	defensin, alpha, 25	8	21574458	21575301	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3630390	Defa26	defensin, alpha, 26	8	22108199	22108988	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:94881	Defa29	defensin, alpha, 29	8	21815904	21817036	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1096878	Defb1	defensin beta 1	8	22266615	22285201	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1338754	Defb2	defensin beta 2	8	22329942	22333498	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1351612	Defb3	defensin beta 3	8	19343376	19345307	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1927667	Defb4	defensin beta 4	8	19248722	19251561	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1933153	Defb5	defensin beta 5	8	19297608	19300844	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2151044	Defb6	defensin beta 6	8	19275494	19278225	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179200	Defb7	defensin beta 7	8	19545113	19547791	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2654206	Defb8	defensin beta 8	8	19495785	19497622	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179198	Defb9	defensin beta 9	8	22371729	22375437	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179205	Defb10	defensin beta 10	8	22348917	22352027	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179197	Defb11	defensin beta 11	8	22395392	22396428	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924924	Defb12	defensin beta 12	8	19161947	19164849	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179203	Defb13	defensin beta 13	8	22436771	22438638	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2675345	Defb14	defensin beta 14	8	19244373	19245228	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179202	Defb15	defensin beta 15	8	22419829	22422726	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3648148	Defb18	defensin beta 18	1	18306697	18307667	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2385955	Defb19	defensin beta 19	2	152418006	152422232	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2442320	Defb20	defensin beta 20	2	152318983	152321854	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3045368	Defb22	defensin beta 22	2	152327586	152332058	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3651158	Defb25	defensin beta 25	2	152464276	152464973	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1922650	Defb29	defensin beta 29	2	152380634	152381961	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920920	Defb30	defensin beta 30	14	63271536	63275295	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3647176	Defb33	defensin beta 33	8	21382685	21387739	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672979	Defb34	defensin beta 34	8	19173768	19176556	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179204	Defb35	defensin beta 35	8	22428368	22430894	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2385956	Defb36	defensin beta 36	2	152446247	152454649	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672966	Defb37	defensin beta 37	8	19036249	19041071	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672972	Defb38	defensin beta 38	8	19073423	19076582	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672974	Defb39	defensin beta 39	8	19102842	19114826	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2672976	Defb40	defensin beta 40	8	19024930	19028237	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924923	Defb41	defensin beta 41	1	18321204	18335362	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3033850	Defb42	defensin beta 42	14	63284440	63286055	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3647180	Defb43	defensin beta 43	14	63249220	63255537	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3055870	Defb50	defensin beta 50	8	22313555	22321312	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:94891	Dhh	desert hedgehog	15	98789033	98796421	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2652816	Dhrs11	dehydrogenase/reductase (SDR family) member 11	11	84711682	84719820	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1917701	Dhrs13	dehydrogenase/reductase (SDR family) member 13	11	77923139	77928690	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2181510	Dhrsx	dehydrogenase/reductase (SDR family) X chromosome	4	156390105	156410432	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1916111	Dipk2a	divergent protein kinase domain 2A	9	94399917	94420134	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1923155	Dipk2b	divergent protein kinase domain 2B	X	18281120	18327636	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19	30523276	30526896	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1890663	Dkk2	dickkopf WNT signaling pathway inhibitor 2	3	131791053	131886065	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1354952	Dkk3	dickkopf WNT signaling pathway inhibitor 3	7	111715224	111758264	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2385299	Dkk4	dickkopf WNT signaling pathway inhibitor 4	8	23114059	23117563	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1354963	Dkkl1	dickkopf-like 1	7	44856943	44861571	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7	130633787	130723357	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920962	Dmkn	dermokine	7	30463181	30480488	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:94910	Dmp1	dentin matrix protein 1	5	104350479	104361968	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:103157	Dnase1	deoxyribonuclease I	16	3854822	3857888	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913955	Dnase1l2	deoxyribonuclease 1-like 2	17	24659061	24662075	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1314633	Dnase1l3	deoxyribonuclease 1-like 3	14	14475014	14504586	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913283	Dnase2b	deoxyribonuclease II beta	3	146286740	146321351	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
