Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:108571	Fzd5	frizzled class receptor 5	1	64769717	64776909	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1313278	Fzd9	frizzled class receptor 9	5	135277792	135279901	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2136761	Fzd10	frizzled class receptor 10	5	128678170	128681157	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95621	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	7	57240266	57478550	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95710	Ghrhr	growth hormone releasing hormone receptor	6	55353280	55365515	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2441906	Ghsr	growth hormone secretagogue receptor	3	27425500	27432159	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2384150	Gjd3	gap junction protein, delta 3	11	98873006	98873842	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2388361	Gldn	gliomedin	9	54193770	54249061	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2685455	Gm609	predicted gene 609	16	45232131	45313332	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3643519	Gm5460	predicted gene 5460	14	33738252	33769071	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3650838	Gm12169	predicted gene 12169	11	46415078	46428983	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:5009947	Gm17783	predicted gene, 17783	16	45332154	45352413	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:5663857	Gm43720	predicted gene 43720	5	138263214	138278220	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:5753087	Gm44511	predicted gene 44511	6	128757248	128803278	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8	96590761	96615029	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914383	Gp2	glycoprotein 2 (zymogen granule membrane)	7	119041760	119058495	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096363	Gp5	glycoprotein 5 (platelet)	16	30126503	30129597	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1194891	Gpc1	glypican 1	1	92759367	92787933	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1919201	Gpc2	glypican 2 (cerebroglycan)	5	138271917	138278267	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104903	Gpc3	glypican 3	X	51361303	51702827	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1194894	Gpc5	glypican 5	14	115329647	116762591	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1346322	Gpc6	glypican 6	14	117162727	118213956	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1313297	Gpr37	G protein-coupled receptor 37	6	25668522	25689979	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1927596	Gprc5b	G protein-coupled receptor, family C, group 5, member B	7	118571270	118594434	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2429498	Gprc6a	G protein-coupled receptor, family C, group 6, member A	10	51490919	51507554	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1344337	Grem1	gremlin 1, DAN family BMP antagonist	2	113579020	113588993	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11	56902342	57221070	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3	80588757	80710142	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2	25181193	25209199	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16	9385762	9813424	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6	135690231	136150509	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1351344	Grm7	glutamate receptor, metabotropic 7	6	110622542	111544191	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1931523	H1f1	H1.1 linker histone, cluster member	13	23947649	23948389	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17	34338667	34358075	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95886	H13	histocompatibility 13	2	152511381	152550590	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2159680	Havcr1	hepatitis A virus cellular receptor 1	11	46630644	46670405	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11	46345762	46372082	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96070	Hbegf	heparin-binding EGF-like growth factor	18	36637980	36648858	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	13	117738856	118117564	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1344360	Hcst	hematopoietic cell signal transducer	7	30117137	30119279	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1341847	Hhip	Hedgehog-interacting protein	8	80692480	80784635	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1916823	Hilpda	hypoxia inducible lipid droplet associated	6	29272487	29275445	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1916835	Hjv	hemojuvelin BMP co-receptor	3	96432488	96436526	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96113	Hmgb1	high mobility group box 1	5	148983512	148989867	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17	33865207	33904432	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1	178148673	178165362	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196620	Hpn	hepsin	7	30798150	30814715	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2146636	Hrg	histidine-rich glycoprotein	16	22769822	22780406	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	12	110657470	110662829	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96247	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	17	45878704	45884187	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96243	Hspa2	heat shock protein 2	12	76450950	76453712	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95835	Hspa5	heat shock protein 5	2	34662102	34666541	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:105384	Hspa8	heat shock protein 8	9	40712572	40716498	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1	55116994	55127402	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1861899	Htr3b	5-hydroxytryptamine (serotonin) receptor 3B	9	48846308	48876290	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9	107445144	107449978	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1924292	Hyal4	hyaluronoglucosaminidase 4	6	24748366	24766518	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	7	140589503	140590657	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	17	12901293	12988551	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1919308	Igsf5	immunoglobulin superfamily, member 5	16	96162868	96223321	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96542	Il1a	interleukin 1 alpha	2	129141530	129151892	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2687319	Il1rapl1	interleukin 1 receptor accessory protein-like 1	X	85784476	87159251	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96539	Il12a	interleukin 12a	3	68597977	68605880	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:103014	Il15	interleukin 15	8	83058261	83129851	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104644	Il15ra	interleukin 15 receptor, alpha chain	2	11709992	11738796	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1355292	Il17rb	interleukin 17 receptor B	14	29718125	29730853	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2159336	Il17rc	interleukin 17 receptor C	6	113448416	113460124	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2384409	Il27	interleukin 27	7	126188182	126194113	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2449975	Iqgap2	IQ motif containing GTPase activating protein 2	13	95763685	96028788	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2444277	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	9	58103580	58111602	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1277979	Itgb2l	integrin beta 2-like	16	96223488	96244819	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96613	Itgb4	integrin beta 4	11	115865551	115899238	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96614	Itgb5	integrin beta 5	16	33650035	33769708	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96616	Itgb7	integrin beta 7	15	102124430	102140379	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1338035	Itgb8	integrin beta 8	12	119121757	119202537	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2443439	Itgbl1	integrin, beta-like 1	14	123897383	124213030	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1933820	Jam2	junction adhesion molecule 2	16	84571011	84622816	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1933825	Jam3	junction adhesion molecule 3	9	27008680	27066717	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	6	126617360	126623347	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96661	Kcna4	potassium voltage-gated channel, shaker-related subfamily, member 4	2	107120984	107128847	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6	126509514	126512375	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2	166937889	167032075	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7	46045921	46088128	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3	107345619	107366868	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	92142889	92156356	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	92089277	92095017	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1	191873082	192192467	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5	24524587	24556602	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12	74943994	75224106	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104781	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6	16	94549495	94798560	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1	188940127	189134470	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18	45401927	45819091	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7	142660614	142980787	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1309503	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2	2	180717372	180777093	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1336181	Kcnq3	potassium voltage-gated channel, subfamily Q, member 3	15	65858236	66158491	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2148793	Kiss1r	KISS1 receptor	10	79752805	79758107	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102968	Klra8	killer cell lectin-like receptor, subfamily A, member 8	6	130092189	130106861	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96877	Klrb1	killer cell lectin-like receptor subfamily B member 1	6	128682799	128700022	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107540	Klrb1a	killer cell lectin-like receptor subfamily B member 1A	6	128586190	128599897	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2442965	Klrb1f	killer cell lectin-like receptor subfamily B member 1F	6	129022864	129034427	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2685002	Klrh1	killer cell lectin-like receptor subfamily H, member 1	6	129743531	129761233	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96701	Krt4	keratin 4	15	101826970	101833170	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1098776	Lbp	lipopolysaccharide binding protein	2	158148413	158174772	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96777	Lgals1	lectin, galactose binding, soluble 1	15	78810925	78814665	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3647196	Lilra5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	7	4240753	4246462	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10	51356708	51362425	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96216	Lipc	lipase, hepatic	9	70705410	70859503	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1341803	Lipg	lipase, endothelial	18	75072393	75094334	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914140	Lman2	lectin, mannose-binding 2	13	55491646	55510596	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1353586	Lmo7	LIM domain only 7	14	101967393	102172146	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2387123	Lnpep	leucyl/cystinyl aminopeptidase	17	17747985	17846303	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108429	Lpar1	lysophosphatidic acid receptor 1	4	58435255	58553898	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1858422	Lpar2	lysophosphatidic acid receptor 2	8	70275215	70283752	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96820	Lpl	lipoprotein lipase	8	69333207	69359584	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2136810	Lrfn1	leucine rich repeat and fibronectin type III domain containing 1	7	28151405	28167667	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1917780	Lrfn2	leucine rich repeat and fibronectin type III domain containing 2	17	49239407	49404616	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7	30054939	30062197	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19	4661813	4665695	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12	61569936	61905128	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2	91287856	91344124	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6	134423439	134543876	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1340044	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	4	107659337	107734037	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2652847	Lrrc8a	leucine rich repeat containing 8A VRAC subunit A	2	30127781	30153802	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1921738	Lrrc15	leucine rich repeat containing 15	16	30088120	30102072	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:93882	Lrrc32	leucine rich repeat containing 32	7	98138515	98151038	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96837	Ltf	lactotransferrin	9	110848360	110871834	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3712069	Ly6c2	lymphocyte antigen 6 complex, locus C2	15	74980007	74983819	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96881	Ly6d	lymphocyte antigen 6 complex, locus D	15	74633905	74635416	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1923736	Ly6k	lymphocyte antigen 6 complex, locus K	15	74668723	74671817	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96918	Mas1	MAS1 oncogene	17	13059966	13087030	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96925	Mbp	myelin basic protein	18	82493271	82603762	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1353421	Meltf	melanotransferrin	16	31697628	31717838	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10	75695187	75696074	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:103189	Mmp7	matrix metallopeptidase 7	9	7692091	7699586	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2443938	Mmp25	matrix metallopeptidase 25	17	23847289	23864243	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97142	Mrc1	mannose receptor, C type 1	2	14234225	14336834	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107818	Mrc2	mannose receptor, C type 2	11	105183469	105241965	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1888992	Msln	mesothelin	17	25967587	25973352	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3607710	Mslnl	mesothelin-like	17	25955016	25967304	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97167	Msn	moesin	X	95139651	95212159	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97231	Muc1	mucin 1, transmembrane	3	89136364	89140688	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1922011	Mxra8	matrix-remodelling associated 8	4	155924137	155928545	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97286	Ncl	nucleolin	1	86272441	86287122	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1336212	Ncr1	natural cytotoxicity triggering receptor 1	7	4340723	4348163	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X	16751760	16778013	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97822	Nectin2	nectin cell adhesion molecule 2	7	19450569	19483498	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1097159	Neo1	neogenin	9	58781970	58943724	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97305	Neu1	neuraminidase 1	17	35150229	35154929	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1921289	Nfam1	Nfat activating molecule with ITAM motif 1	15	82880937	82917598	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1298229	Nid2	nidogen 2	14	19801333	19861855	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2681835	Nlgn2	neuroligin 2	11	69713949	69728610	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2444609	Nlgn3	neuroligin 3	X	100342785	100364956	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3775191	Nlgn4l	neuroligin 4-like	X	169066267	169089058	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2429397	Nod2	nucleotide-binding oligomerization domain containing 2	8	89373943	89415102	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97363	Notch1	notch 1	2	26347914	26393834	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97364	Notch2	notch 2	3	97920854	98057683	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99460	Notch3	notch 3	17	32339794	32385826	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107471	Notch4	notch 4	17	34783242	34807477	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108077	Nptn	neuroplastin	9	58489504	58560162	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914419	Nradd	neurotrophin receptor associated death domain	9	110450203	110453461	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106206	Nrp1	neuropilin 1	8	129085085	129229844	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2445095	Nrros	negative regulator of reactive oxygen species	16	31961603	31984412	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096391	Nrxn1	neurexin I	17	90341059	91400499	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2446259	Ntm	neurotrimin	9	28906046	29874437	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3	87685551	87702469	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13	58954383	59281784	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97386	Ntsr1	neurotensin receptor 1	2	180141769	180186772	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108018	Ntsr2	neurotensin receptor 2	12	16703433	16710237	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106183	Ocln	occludin	13	100633015	100689226	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99880	Ofa	oncofetal antigen	UN	syntenic		GRCm39	null	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1201782	Oit3	oncoprotein induced transcript 3	10	59258782	59277601	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2179720	Oscar	osteoclast associated receptor	7	3612812	3619156	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2149209	Otoa	otoancorin	7	120682647	120762316	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2665170	P2rx2	purinergic receptor P2X, ligand-gated ion channel, 2	5	110487678	110491078	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97475	Pam	peptidylglycine alpha-amidating monooxygenase	1	97748816	98023578	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7	65511884	65700134	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4	106299531	106321522	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97527	Pdgfa	platelet derived growth factor, alpha	5	138961769	138983125	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97528	Pdgfb	platelet derived growth factor, B polypeptide	15	79880075	79899178	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1859631	Pdgfc	platelet-derived growth factor, C polypeptide	3	80943723	81121347	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18	61178222	61218133	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95834	Pdia3	protein disulfide isomerase associated 3	2	121244383	121269168	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104864	Pdia4	protein disulfide isomerase associated 4	6	47773075	47790364	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1344408	Pebp1	phosphatidylethanolamine binding protein 1	5	117420716	117425629	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97572	Phb	prohibitin	11	95557783	95571599	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102520	Phb2	prohibitin 2	6	124689299	124693913	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104521	Phxr5	per-hexamer repeat gene 5	7	109443986	109446450	GRCm39	null	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2385902	Picalm	phosphatidylinositol binding clathrin assembly protein	7	89779418	89858655	GRCm39	+	Component	cell surface (term ID: GO:0009986)
