Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1929280	Cyb561d2	cytochrome b-561 domain containing 2	9	107416210	107419392	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X	9301493	9354005	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2384959	Cybc1	cytochrome b 245 chaperone 1	11	121113414	121120135	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2654575	Cybrd1	cytochrome b reductase 1	2	70948398	70973270	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1918769	Cyp2u1	cytochrome P450, family 2, subfamily u, polypeptide 1	3	131084140	131097806	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:88611	Cyp4a10	cytochrome P450, family 4, subfamily a, polypeptide 10	4	115375484	115390846	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1919304	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18	8	72742326	72763470	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2142763	Cyp4v3	cytochrome P450, family 4, subfamily v, polypeptide 3	8	45758838	45786200	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1932403	Cyp4x1	cytochrome P450, family 4, subfamily x, polypeptide 1	4	114963520	114991276	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106091	Cyp7a1	cytochrome P450, family 7, subfamily a, polypeptide 1	4	6265612	6275632	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:104978	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	3	18126114	18297502	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1338044	Cyp8b1	cytochrome P450, family 8, subfamily b, polypeptide 1	9	121743422	121745371	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:88587	Cyp19a1	cytochrome P450, family 19, subfamily a, polypeptide 1	9	54073221	54175394	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1925201	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1	1	60382482	60427219	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1927096	Cyp39a1	cytochrome P450, family 39, subfamily a, polypeptide 1	17	43978316	44062322	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1341877	Cyp46a1	cytochrome P450, family 46, subfamily a, polypeptide 1	12	108300640	108328493	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106040	Cyp51	cytochrome P450, family 51	5	4131145	4154746	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1926218	Cysltr1	cysteinyl leukotriene receptor 1	X	105617952	105647285	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1917336	Cysltr2	cysteinyl leukotriene receptor 2	14	73263515	73286554	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1913310	Cystm1	cysteine-rich transmembrane module containing 1	18	36481677	36536032	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2152187	Cyyr1	cysteine and tyrosine-rich protein 1	16	85249746	85347793	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106356	D11Wsu47e	DNA segment, Chr 11, Wayne State University 47, expressed	11	113575238	113585473	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3036268	D130043K22Rik	RIKEN cDNA D130043K22 gene	13	25029118	25085253	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2669829	D630045J12Rik	RIKEN cDNA D630045J12 gene	6	38100109	38230944	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:101912	Dad1	defender against cell death 1	14	54472942	54491386	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:101864	Dag1	dystroglycan 1	9	108082060	108141176	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442032	Daglb	diacylglycerol lipase, beta	5	143450239	143490197	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94864	Dbh	dopamine beta hydroxylase	2	27055519	27073216	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1923013	Dcaf17	DDB1 and CUL4 associated factor 17	2	70885672	70929486	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1913936	Dcbld1	discoidin, CUB  and LCCL domain containing 1	10	52109715	52197474	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1920629	Dcbld2	discoidin, CUB and LCCL domain containing 2	16	58228806	58290090	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2685011	Dchs1	dachsous cadherin related 1	7	105402197	105436861	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1925022	Dcst1	DC-STAMP domain containing 1	3	89257526	89272560	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1923016	Dcstamp	dendrocyte expressed seven transmembrane protein	15	39609326	39624334	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:102563	Dct	dopachrome tautomerase	14	118250202	118289656	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1194508	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	4	138032049	138039930	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:99216	Ddr1	discoidin domain receptor family, member 1	17	35992459	36015513	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1345277	Ddr2	discoidin domain receptor family, member 2	1	169799876	169938331	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1097711	Degs1	delta(4)-desaturase, sphingolipid 1	1	182103529	182110366	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1917309	Degs2	delta(4)-desaturase, sphingolipid 2	12	108653051	108668561	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2444273	Dennd5b	DENN/MADD domain containing 5B	6	148889569	149003178	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915069	Derl1	Der1-like domain family, member 1	15	57732898	57755814	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2151483	Derl2	Der1-like domain family, member 2	11	70898266	70910667	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1917627	Derl3	Der1-like domain family, member 3	10	75729247	75731775	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1333825	Dgat1	diacylglycerol O-acyltransferase 1	15	76386215	76396153	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915050	Dgat2	diacylglycerol O-acyltransferase 2	7	98802870	98831920	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3045268	Dgat2l6	diacylglycerol O-acyltransferase 2-like 6	X	99568444	99589714	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:892866	Dgcr2	DiGeorge syndrome critical region gene 2	16	17658219	17709592	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1889276	Dgke	diacylglycerol kinase, epsilon	11	88926005	88951644	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1298378	Dhcr7	7-dehydrocholesterol reductase	7	143376882	143402147	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1922004	Dhcr24	24-dehydrocholesterol reductase	4	106418235	106446310	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1928378	Dhodh	dihydroorotate dehydrogenase	8	110319876	110335330	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1315215	Dhrs3	dehydrogenase/reductase (SDR family) member 3	4	144619397	144654779	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2384931	Dhrs7b	dehydrogenase/reductase (SDR family) member 7B	11	60721457	60749249	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94896	Dio1	deiodinase, iodothyronine, type I	4	107148662	107164365	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1338833	Dio2	deiodinase, iodothyronine, type II	12	90691326	90705212	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1306782	Dio3	deiodinase, iodothyronine type III	12	110245664	110247531	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914516	Dipk1a	divergent protein kinase domain 1A	5	108055919	108134951	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1927576	Dipk1b	divergent protein kinase domain 1B	2	26518469	26526509	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3041188	Dipk1c	divergent protein kinase domain 1C	18	84737361	84758561	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1916147	Disp1	dispatched RND transporter family member 1	1	182867830	183003086	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2388733	Disp2	dispatched RND tramsporter family member 2	2	118610183	118625656	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2444403	Disp3	dispatched RND transporter family member 3	4	148324721	148372422	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94900	Dlk1	delta like non-canonical Notch ligand 1	12	109418749	109429262	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2146838	Dlk2	delta like non-canonical Notch ligand 2	17	46608347	46614197	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:104659	Dll1	delta like canonical Notch ligand 1	17	15587616	15597134	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1096877	Dll3	delta like canonical Notch ligand 3	7	27992980	28001210	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1859388	Dll4	delta like canonical Notch ligand 4	2	119156265	119166147	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914178	Dmac1	distal membrane arm assembly complex 1	4	75195588	75196529	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7	130633787	130723357	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94906	Dmpk	dystrophia myotonica-protein kinase	7	18817774	18827746	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1931881	Dnajb12	DnaJ heat shock protein family (Hsp40) member B12	10	59715405	59735118	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1917854	Dnajb14	DnaJ heat shock protein family (Hsp40) member B14	3	137572801	137619350	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:103268	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1	2	18210445	18402025	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1927346	Dnajc4	DnaJ heat shock protein family (Hsp40) member C4	19	6965279	6969940	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1921580	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14	10	128641423	128655317	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1913398	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	14	78063657	78112357	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442146	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16	4	141487500	141518242	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1923844	Dnajc18	DnaJ heat shock protein family (Hsp40) member C18	18	35804156	35841467	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914963	Dnajc19	DnaJ heat shock protein family (Hsp40) member C19	3	34111429	34135503	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1920028	Dnajc22	DnaJ heat shock protein family (Hsp40) member C22	15	98997015	99002618	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1919679	Dnajc25	DnaJ heat shock protein family (Hsp40) member C25	4	58995215	59025573	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1913364	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	5	135093060	135094219	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2152889	Dner	delta/notch-like EGF repeat containing	1	84347560	84673942	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2677836	Dolk	dolichol kinase	2	30174243	30176346	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914093	Dolpp1	dolichyl pyrophosphate phosphatase 1	2	30282266	30290541	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1196396	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	9	44237316	44245197	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1330238	Dpm2	dolichol-phosphate (beta-D) mannosyltransferase 2	2	32460870	32463583	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915813	Dpm3	dolichyl-phosphate mannosyltransferase polypeptide 3	3	89166665	89174386	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94919	Dpp4	dipeptidylpeptidase 4	2	62160417	62242575	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94921	Dpp6	dipeptidylpeptidase 6	5	27022355	27932498	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442409	Dpp10	dipeptidylpeptidase 10	1	123259867	124773809	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915685	Dpy19l1	dpy-19-like 1 (C. elegans)	9	24323074	24414436	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2444662	Dpy19l2	dpy-19-like 2 (C. elegans)	9	24468343	24607589	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2443952	Dpy19l3	dpy-19-like 3 (C. elegans)	7	35384925	35453879	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2685869	Dpy19l4	dpy-19-like 4 (C. elegans)	4	11261315	11322137	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1918962	Dram1	DNA-damage regulated autophagy modulator 1	10	88158663	88200218	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914421	Dram2	DNA-damage regulated autophagy modulator 2	3	106455114	106482657	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:109173	Dsc1	desmocollin 1	18	20217241	20247928	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:103221	Dsc2	desmocollin 2	18	20163690	20192611	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1194993	Dsc3	desmocollin 3	18	20093987	20135408	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1196281	Dscam	DS cell adhesion molecule	16	96392040	96971952	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2150309	Dscaml1	DS cell adhesion molecule like 1	9	45338735	45665011	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2443455	Dse	dermatan sulfate epimerase	10	34027389	34083711	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442948	Dsel	dermatan sulfate epimerase-like	1	111786432	111792648	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:94930	Dsg1a	desmoglein 1 alpha	18	20443930	20476410	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2664357	Dsg1b	desmoglein 1 beta	18	20509786	20543253	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2664358	Dsg1c	desmoglein 1 gamma	18	20380397	20418088	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1196466	Dsg2	desmoglein 2	18	20691131	20737578	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:99499	Dsg3	desmoglein 3	18	20643331	20674367	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2661061	Dsg4	desmoglein 4	18	20569232	20604878	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:104627	Dst	dystonin	1	33947306	34347742	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2384861	Duoxa1	dual oxidase maturation factor 1	2	122134012	122144255	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1914061	Duoxa2	dual oxidase maturation factor 2	2	122129381	122133366	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1349385	Dysf	dysferlin	6	83985572	84188042	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3607716	E130311K13Rik	RIKEN cDNA E130311K13 gene	3	63822105	63836893	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1859920	Ebag9	estrogen receptor-binding fragment-associated gene 9	15	44482623	44504929	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:107822	Ebp	phenylalkylamine Ca2+ antagonist (emopamil) binding protein	X	8051568	8059751	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915427	Ebpl	emopamil binding protein-like	14	61577212	61597894	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1101357	Ece1	endothelin converting enzyme 1	4	137589548	137692540	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1343461	Ecel1	endothelin converting enzyme-like 1	1	87075377	87084243	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915795	Ecscr	endothelial cell surface expressed chemotaxis and apoptosis regulator	18	35846139	35855409	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1195272	Eda	ectodysplasin-A	X	99019212	99444366	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442860	Eda2r	ectodysplasin A2 receptor	X	96377447	96420815	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1343498	Edar	ectodysplasin-A receptor	10	58436611	58511476	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2180139	Edem1	ER degradation enhancer, mannosidase alpha-like 1	6	108805602	108836317	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:105923	Ednra	endothelin receptor type A	8	78389658	78451081	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:102720	Ednrb	endothelin receptor type B	14	104052061	104081838	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:95290	Egf	epidermal growth factor	3	129471223	129548971	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:95294	Egfr	epidermal growth factor receptor	11	16702203	16868158	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:108090	Ei24	etoposide induced 2.4 mRNA	9	36690449	36708630	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6	70821499	70882229	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1923930	Elapor1	endosome-lysosome associated apoptosis and autophagy regulator 1	3	108363010	108443852	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2443264	Elapor2	endosome-lysosome associated apoptosis and autophagy regulator family member 2	5	9316118	9531825	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5	139893698	139960477	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3608416	Elfn2	leucine rich repeat and fibronectin type III, extracellular 2	15	78551531	78602971	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1858959	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	4	118285290	118290150	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1858960	Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	13	41335858	41373879	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1195976	Elovl3	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3	19	46120336	46124133	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1933331	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	9	83660745	83688330	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1916051	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	9	77824647	77891801	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2156528	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (yeast)	3	129326035	129432144	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1921809	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	13	108350938	108422217	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:95321	Emb	embigin	13	117357109	117410951	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2443696	Emc1	ER membrane protein complex subunit 1	4	139079898	139106041	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1913337	Emc3	ER membrane protein complex subunit 3	6	113491848	113508599	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1915282	Emc4	ER membrane protein complex subunit 4	2	112193356	112198372	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1920274	Emc7	ER membrane protein complex subunit 7	2	112285342	112302507	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1916933	Emc10	ER membrane protein complex subunit 10	7	44139361	44145953	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1891716	Emcn	endomucin	3	137046824	137136830	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:108117	Emd	emerin	X	73298293	73305154	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:107941	Emp1	epithelial membrane protein 1	6	135339548	135360171	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1098726	Emp2	epithelial membrane protein 2	16	10099613	10131832	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1098729	Emp3	epithelial membrane protein 3	7	45567447	45570828	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:95392	Eng	endoglin	2	32536607	32572681	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106645	Enpep	glutamyl aminopeptidase	3	129062824	129126369	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:97370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	10	24513812	24588057	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2143702	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3	10	24649712	24712093	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2682634	Enpp4	ectonucleotide pyrophosphatase/phosphodiesterase 4	17	44407199	44416700	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1933830	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	17	44389704	44397458	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:3027917	Enpp7	ectonucleotide pyrophosphatase/phosphodiesterase 7	11	118879014	118884047	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:102805	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	19	40600810	40730046	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1096863	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2	2	25285886	25291333	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1202295	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6	2	150590962	150613595	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:2135885	Entpd7	ectonucleoside triphosphate diphosphohydrolase 7	19	43678111	43722136	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1919340	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8	2	24970316	24975728	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:106653	Epcam	epithelial cell adhesion molecule	17	87943407	87958555	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:1919170	Epgn	epithelial mitogen	5	91175376	91183071	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:107381	Epha1	Eph receptor A1	6	42335421	42350202	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:95278	Epha2	Eph receptor A2	4	141028551	141056695	GRCm39	+	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:99612	Epha3	Eph receptor A3	16	63363897	63684538	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:99654	Epha5	Eph receptor A5	5	84202620	84565241	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:108034	Epha6	Eph receptor A6	16	59473846	60425894	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
protein coding gene	MGI:109378	Epha8	Eph receptor A8	4	136656730	136684127	GRCm39	-	Component	integral component of membrane (term ID: GO:0016021)
