Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1913370	Fkbp11	FK506 binding protein 11	15	98622249	98626079	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2387639	Fkbp14	FK506 binding protein 14	6	54554589	54574293	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2447586	Fkrp	fukutin related protein	7	16543192	16550657	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2179507	Fktn	fukutin	4	53713745	53765785	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3026647	Flrt1	fibronectin leucine rich transmembrane protein 1	19	7069366	7083094	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3603594	Flrt2	fibronectin leucine rich transmembrane protein 2	12	95659000	95751989	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2	140500118	140513396	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95559	Flt3	FMS-like tyrosine kinase 3	5	147267551	147337299	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1310002	Fmo1	flavin containing monooxygenase 1	1	162657130	162694179	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916776	Fmo2	flavin containing monooxygenase 2	1	162701886	162726295	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1100496	Fmo3	flavin containing monooxygenase 3	1	162781369	162812097	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2429497	Fmo4	flavin containing monooxygenase 4	1	162620757	162641541	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1310004	Fmo5	flavin containing monooxygenase 5	3	97536120	97562598	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1919257	Fndc3b	fibronectin type III domain containing 3B	3	27470311	27765456	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1917195	Fndc4	fibronectin type III domain containing 4	5	31449586	31453279	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1917614	Fndc5	fibronectin type III domain containing 5	4	129030792	129038386	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95574	Fos	FBJ osteosarcoma oncogene	12	85520664	85524047	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:106315	Foxred2	FAD-dependent oxidoreductase domain containing 2	15	77824722	77840922	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1339962	Ftcd	formiminotransferase cyclodeaminase	10	76411482	76426172	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2384748	Fut10	fucosyltransferase 10	8	31677359	31751766	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95607	G6pc	glucose-6-phosphatase, catalytic	11	101258542	101268729	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915651	G6pc3	glucose 6 phosphatase, catalytic, 3	11	102080525	102084907	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914980	Gabarapl1	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	6	129510155	129519294	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1890602	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2	8	112667335	112679547	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3041196	Gask1a	golgi associated kinase 1A	9	121780054	121809275	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95665	Gba	glucosidase, beta, acid	3	89110223	89116180	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1927655	Ggcx	gamma-glutamyl carboxylase	6	72391291	72407695	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95706	Ggt1	gamma-glutamyltransferase 1	10	75397438	75422034	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95707	Gh	growth hormone	11	106191097	106192691	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1931556	Ghdc	GH3 domain containing	11	100656858	100661783	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2138584	Gigyf2	GRB10 interacting GYF protein 2	1	87254720	87378518	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109368	Gimap1	GTPase, IMAP family member 1	6	48715988	48720729	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1932723	Gimap3	GTPase, IMAP family member 3	6	48741398	48747785	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2685303	Gimap8	GTPase, IMAP family member 8	6	48624168	48637809	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95713	Gja1	gap junction protein, alpha 1	10	56253297	56266519	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95751	Glrb	glycine receptor, beta subunit	3	80750906	80820967	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95753	Glud1	glutamate dehydrogenase 1	14	34032684	34066990	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95739	Glul	glutamate-ammonia ligase (glutamine synthetase)	1	153775690	153785469	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1858963	Gnpnat1	glucosamine-phosphate N-acetyltransferase 1	14	45613878	45626444	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915588	Golt1a	golgi transport 1A	1	133237561	133250764	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914214	Golt1b	golgi transport 1B	6	142332947	142349584	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1202392	Gpaa1	GPI anchor attachment protein 1	15	76215494	76219099	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2142716	Gpat4	glycerol-3-phosphate acyltransferase 4	8	23661281	23698362	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1919201	Gpc2	glypican 2 (cerebroglycan)	5	138271917	138278267	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1313297	Gpr37	G protein-coupled receptor 37	6	25668522	25689979	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1927851	Gpr85	G protein-coupled receptor 85	6	13834457	13839941	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914555	Gpx7	glutathione peroxidase 7	4	108257414	108263910	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3528937	Gramd2	GRAM domain containing 2	9	59587427	59626157	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2676308	Gramd4	GRAM domain containing 4	15	85941896	86021835	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3	80588757	80710142	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	7	24709274	24771771	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2	25181193	25209199	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16	9385762	9813424	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913418	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	15	76130964	76134104	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1921303	Grip1	glutamate receptor interacting protein 1	10	119289810	119923172	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95832	Grn	granulin	11	102321333	102327635	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1194499	Gsg1	germ cell associated 1	6	135214327	135231334	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:106903	Gucy2c	guanylate cyclase 2c	6	136674282	136758740	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1353434	Gulo	gulonolactone (L-) oxidase	14	66224235	66246656	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95872	Gusb	glucuronidase, beta	5	130017852	130031890	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95896	H2-D1	histocompatibility 2, D region locus 1	17	35482070	35486473	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95904	H2-K1	histocompatibility 2, K1, K region	17	34214991	34219321	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95912	H2-L	histocompatibility 2, D region locus L	17	syntenic		GRCm39	null	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95913	H2-M1	histocompatibility 2, M region locus 1	17	36980900	36983111	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95914	H2-M2	histocompatibility 2, M region locus 2	17	37791742	37794443	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95917	H2-M5	histocompatibility 2, M region locus 5	17	37294953	37300429	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276570	H2-M9	histocompatibility 2, M region locus 9	17	36950177	36953558	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276522	H2-M10.1	histocompatibility 2, M region locus 10.1	17	36633752	36637042	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276525	H2-M10.2	histocompatibility 2, M region locus 10.2	17	36595173	36597313	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276524	H2-M10.3	histocompatibility 2, M region locus 10.3	17	36675896	36679309	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276527	H2-M10.4	histocompatibility 2, M region locus 10.4	17	36769809	36773221	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1276526	H2-M10.5	histocompatibility 2, M region locus 10.5	17	37083802	37087126	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2687364	H2-M10.6	histocompatibility 2, M region locus 10.6	17	37123067	37126458	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2676637	H2-M11	histocompatibility 2, M region locus 11	17	36857967	36860142	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95928	H2-Q1	histocompatibility 2, Q region locus 1	17	35539381	35544075	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95931	H2-Q2	histocompatibility 2, Q region locus 2	17	35561283	35565740	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95933	H2-Q4	histocompatibility 2, Q region locus 4	17	35598593	35603650	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95935	H2-Q6	histocompatibility 2, Q region locus 6	17	35643826	35649031	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95936	H2-Q7	histocompatibility 2, Q region locus 7	17	35658131	35662749	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95929	H2-Q10	histocompatibility 2, Q region locus 10	17	35780986	35785460	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95959	H2-T3	histocompatibility 2, T region locus 3	17	36496463	36501043	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95956	H2-T22	histocompatibility 2, T region locus 22	17	36348020	36353634	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2140356	H6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	4	150063932	150093480	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1353592	Hacd1	3-hydroxyacyl-CoA dehydratase 1	2	14031642	14060846	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1918007	Hacd2	3-hydroxyacyl-CoA dehydratase 2	16	34842798	34929547	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1889341	Hacd3	3-hydroxyacyl-CoA dehydratase 3	9	64894265	64928975	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914025	Hacd4	3-hydroxyacyl-CoA dehydratase 4	4	88325924	88357175	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2446110	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	10	45453925	45588441	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2136381	Hadhb	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	5	30360251	30389591	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1261831	Hap1	huntingtin-associated protein 1	11	100238153	100246954	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1346319	Hax1	HCLS1 associated X-1	3	89902753	89906023	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1202306	Hcrt	hypocretin	11	100652519	100653757	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2444681	Hhat	hedgehog acyltransferase	1	192195133	192453527	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1922020	Hhatl	hedgehog acyltransferase-like	9	121613082	121621573	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2446108	Hmgcll1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	9	75922137	76043632	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109373	Hmox2	heme oxygenase 2	16	4544225	4584606	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96211	Hp	haptoglobin	8	110301760	110305804	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2181763	Hps6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	19	45991947	45994612	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913224	Hs1bp3	HCLS1 binding protein 3	12	8363432	8393824	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96233	Hsd3b1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3	98759510	98767110	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96234	Hsd3b2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	3	98618423	98631859	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96235	Hsd3b3	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3	3	98648839	98670443	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96236	Hsd3b4	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4	3	98406387	98417830	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:104645	Hsd3b5	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5	3	98525950	98537568	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109598	Hsd3b6	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6	3	98712820	98721759	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2141879	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	7	127399781	127402975	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3711284	Hsd3b8	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 8	3	98459858	98471366	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3782634	Hsd3b9	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 9	3	98352991	98364442	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:103562	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	1	192903948	192946353	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:104720	Hsd11b2	hydroxysteroid 11-beta dehydrogenase 2	8	106245387	106250620	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107177	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	13	64206080	64237044	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1351670	Hsd17b6	hydroxysteroid (17-beta) dehydrogenase 6	10	127826805	127843480	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1333871	Hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10	X	150784892	150787438	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2149821	Hsd17b11	hydroxysteroid (17-beta) dehydrogenase 11	5	104137631	104169662	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2140804	Hsd17b13	hydroxysteroid (17-beta) dehydrogenase 13	5	104103308	104125254	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1309463	Hspa13	heat shock protein 70 family, member 13	16	75552078	75564575	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96274	Htr1b	5-hydroxytryptamine (serotonin) receptor 1B	9	81510344	81515881	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96067	Htt	huntingtin	5	34919084	35069878	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1330288	Hyal3	hyaluronoglucosaminidase 3	9	107458495	107464558	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1888594	Icmt	isoprenylcysteine carboxyl methyltransferase	4	152381684	152391578	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:99449	Ifit2	interferon-induced protein with tetratricopeptide repeats 2	19	34528094	34553819	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	7	140589503	140590657	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107655	Ifngr1	interferon gamma receptor 1	10	19467697	19485977	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96529	Igll1	immunoglobulin lambda-like polypeptide 1	16	16678535	16681849	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914704	Ikbip	IKBKB interacting protein	10	90918802	90938469	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2135548	Il24	interleukin 24	1	130809811	130815148	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	1	166081708	166144392	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1194899	Inpp5k	inositol polyphosphate 5-phosphatase K	11	75521814	75539697	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1928268	Ireb2	iron responsive element binding protein 2	9	54771073	54819814	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	15	103252713	103275190	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109442	Itga8	integrin alpha 8	2	12111443	12306733	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1	180158050	180252367	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915057	Jkamp	JNK1/MAPK8-associated membrane protein	12	72132363	72148235	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1919356	Jmjd8	jumonji domain containing 8	17	26048017	26050817	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916700	Jsrp1	junctional sarcoplasmic reticulum protein 1	10	80644330	80649332	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	6	126617360	126623347	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96659	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2	3	107008462	107022321	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96661	Kcna4	potassium voltage-gated channel, shaker-related subfamily, member 4	2	107120984	107128847	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6	126509514	126512375	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2	166937889	167032075	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3	107345619	107366868	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	92142889	92156356	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	92089277	92095017	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17	83893386	83939324	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1929258	Kcnip3	Kv channel interacting protein 3, calsenilin	2	127298418	127364014	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7	45746547	45750376	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1	188940127	189134470	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14	23342356	24055173	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7	142660614	142980787	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2685591	Kcnrg	potassium channel regulator	14	61844906	61850275	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96683	Kdr	kinase insert domain protein receptor	5	76093487	76139118	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1858732	Keap1	kelch-like ECH-associated protein 1	9	21141026	21150628	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107566	Kifap3	kinesin-associated protein 3	1	163607152	163744678	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1921249	Klhl14	kelch-like 14	18	21683434	21787775	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913309	Krtcap2	keratinocyte associated protein 2	3	89153201	89157036	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:105051	Ksr1	kinase suppressor of ras 1	11	78904266	79037233	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109153	Ktn1	kinectin 1	14	47886551	47974021	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2445077	Lacc1	laccase domain containing 1	14	77261640	77274344	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:99909	Lama3	laminin, alpha 3	18	12466876	12716070	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913808	Lars	leucyl-tRNA synthetase	18	42335363	42395259	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2684937	Lclat1	lysocardiolipin acyltransferase 1	17	73414980	73550363	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2183549	Lctl	lactase-like	9	64024429	64045400	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916082	Ldah	lipid droplet associated hydrolase	12	8258107	8335759	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2385045	Lemd2	LEM domain containing 2	17	27408574	27423443	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96783	Lhcgr	luteinizing hormone/choriogonadotropin receptor	17	89023909	89099418	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1890546	Lin28a	lin-28 homolog A	4	133730641	133746152	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2137913	Loxl2	lysyl oxidase-like 2	14	69846517	69933283	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
